sample_index,toi,tid,tfopwg_disp,pl_orbper,pl_tranmid,pl_trandurh,pl_trandep,st_tmag,st_teff,st_rad,ra,dec,toi_created,rowupdate,label,search_status,spoc_120_available,n_sectors,group_fold,split,manifest_index,selected_sector,status,global_nan_count,local_nan_count,n_clean_points,global_interpolated_percent,local_interpolated_percent,max_interpolated_percent,sample_file
655,1965.01,295354126,FP,2.2778177,2459357.403106,3.212,880.0,8.177301,9096.5,,223.151952,-61.568677,2020-06-17 17:40:44,2021-10-29 12:59:15,0,ok,True,1,13,train,678,38,success,0,0,18486,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1965_01.npz
656,1969.01,293708935,FP,2.6855915,2458597.350807,2.0491187,488.2401788,8.5941,5796.0,1.51715,222.333572,-60.080256,2020-06-17 17:40:44,2021-10-29 12:59:15,0,ok,True,1,15,validation,679,11,success,0,0,15211,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1969_01.npz
657,197.01,441462736,CP,14.2811731,2460927.616153,8.571366,762.9376583,7.3566,5105.0,2.90324,353.033186,-21.801201,2018-10-22 19:57:36,2026-02-26 16:00:02,1,ok,True,3,16,validation,680,2,success,15,0,18295,7.462686567164178,0.0,7.462686567164178,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_197_01.npz
658,2182.01,268823307,KP,3.5484481,2459444.706868,4.5123025,7022.0056891,12.7655,6295.0,1.78185,299.407034,44.035039,2020-08-10 18:29:44,2023-03-15 16:02:02,1,ok,True,7,8,train,682,41,success,0,0,18322,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2182_01.npz
659,2184.01,176956893,CP,6.9067868,2459036.618741,6.6850674,1751.7778572,11.4057,5731.8,3.1513801,100.833125,-66.947656,2020-09-18 16:26:01,2025-06-03 16:00:01,1,ok,True,29,15,validation,683,27,success,0,0,13916,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2184_01.npz
660,219.01,260609205,FP,4.4617755,2460184.852236,5.4532494,18854.6431909,12.7222,6354.0,2.23892,97.453898,-57.254816,2018-10-22 18:35:22,2023-12-20 10:08:02,0,ok,True,30,1,train,684,1,success,0,0,18279,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_219_01.npz
661,2409.01,321068176,FA,12.9696927,2459121.065867,1.1129072,4085.6845383,11.2711,5017.0,0.972753,44.338399,-41.191773,2020-11-24 20:55:50,2021-10-29 12:59:15,0,ok,True,5,18,test,685,30,success,0,0,16844,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2409_01.npz
662,241.01,77031414,KP,1.3866519,2458355.195919,2.3006751,14246.4665531,10.9571,6286.0,1.07661,354.168696,-34.611304,2018-11-29 21:52:42,2021-12-08 16:02:02,1,ok,True,4,7,train,686,2,success,0,0,18300,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_241_01.npz
663,2411.01,10837041,CP,0.7827075,2460987.464436,1.0403706,526.867675,10.4238,4099.0,0.727642,20.922457,-8.701794,2020-11-24 20:55:50,2026-02-20 10:08:01,1,ok,True,2,1,train,687,30,success,0,0,16001,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2411_01.npz
664,2412.01,684936227,FA,15.29859,2459134.75391,3.214,1187.0,11.9755,4131.3,,62.379568,-62.850656,2020-11-25 21:07:35,2021-10-29 12:59:15,0,ok,True,40,3,train,688,2,recovered,18,0,18300,8.955223880597014,0.0,8.955223880597014,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2412_01.npz
665,2413.01,206498307,FP,13.4190392,2459066.937927,5.9221882,4668.5368695,11.3882,5184.9,1.69269,332.188392,-18.992719,2020-11-25 21:26:32,2021-10-29 12:59:15,0,ok,True,2,7,train,689,28,success,52,0,13875,25.870646766169152,0.0,25.870646766169152,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2413_01.npz
666,2414.01,237320326,KP,1.7771109,2459062.739359,1.5669528,14073.5021163,12.003,5627.0,0.97906,344.873588,-60.447819,2020-11-25 21:26:32,2021-10-29 12:59:15,1,ok,True,6,7,train,690,28,success,0,0,11941,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2414_01.npz
667,2416.01,237922465,CP,8.2754608,2459352.544159,3.755,6510.0,12.4333,5515.2,1.39,57.338941,-60.787186,2020-11-25 21:26:32,2024-02-28 12:02:45,1,ok,True,11,17,test,691,28,success,0,0,14831,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2416_01.npz
668,2418.01,65347776,FP,25.86696,2459133.37121,4.923,2240.0,10.9166,5095.0,0.8,39.725259,-27.324227,2020-11-25 22:47:02,2024-09-18 10:08:02,0,ok,True,2,13,train,692,4,recovered,36,0,14726,17.91044776119403,0.0,17.91044776119403,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2418_01.npz
669,242.01,120585579,FP,6.340315,2458357.778211,4.249306,25410.703288,12.5766,6083.0,1.2666,4.451423,-38.110855,2018-11-29 21:52:42,2022-10-20 16:02:02,0,ok,True,4,9,train,693,2,success,0,0,18298,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_242_01.npz
670,2421.01,70524163,CP,4.3474,2459139.61885,4.684,3520.0,10.6918,5618.0,1.79,33.154021,-35.390918,2020-11-25 22:47:02,2023-03-03 12:03:04,1,ok,True,3,2,train,694,97,success,0,0,28613,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2421_01.npz
671,265.01,159951311,KP,5.9242661,2459169.574874,2.8894449,11796.3303624,11.7276,5310.0,0.846671,49.562173,-41.302023,2019-06-06 20:53:59,2024-09-09 10:08:01,1,ok,True,6,13,train,695,3,success,0,0,13032,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_265_01.npz
672,266.01,164767175,CP,10.7511248,2460973.354682,2.8581721,586.0959345,9.45661,5784.0,0.918917,26.209253,-18.401384,2018-11-30 22:06:24,2026-04-17 10:08:01,1,ok,True,3,1,train,696,3,success,21,0,12844,10.44776119402985,0.0,10.44776119402985,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_266_01.npz
673,266.02,164767175,CP,19.6050966,2460986.17995,4.1605138,590.7656874,9.45661,5784.0,0.918917,26.209253,-18.401384,2018-11-30 22:06:24,2026-04-17 10:08:01,1,ok,True,3,1,train,697,3,success,22,0,12844,10.945273631840797,0.0,10.945273631840797,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_266_02.npz
674,2664.01,277871306,FP,3.9602774,2460277.924101,0.884,6193.0,10.1483,5863.0,1.04,156.922386,0.501027,2021-05-06 23:22:41,2024-01-03 10:08:03,0,ok,True,4,1,train,698,35,success,0,0,13688,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2664_01.npz
675,1971.01,253132689,FP,3.217824,2460062.383323,1.735,1288.0,10.3345,5418.0,1.67,194.769773,-57.253713,2020-06-17 17:40:44,2023-05-31 16:02:02,0,ok,True,2,16,validation,699,37,success,0,0,15991,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1971_01.npz
676,1975.01,467281353,FP,2.8319354,2459332.170832,3.21,780.0,10.2081,5408.7,1.48,168.076087,-60.93258,2020-06-17 17:40:44,2023-01-27 12:02:32,0,ok,True,2,13,train,700,37,success,0,0,17288,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1975_01.npz
677,1977.01,383531859,FP,17.0614756,2459352.185799,3.384,2730.0,9.5918,9184.7,2.14183,216.147711,-60.383601,2020-06-17 17:40:45,2021-10-29 12:59:15,0,ok,True,5,17,test,701,38,success,10,0,18494,4.975124378109453,0.0,4.975124378109453,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1977_01.npz
678,1978.01,458856474,FP,6.081043,2460751.695956,4.818249,15384.1717123,5.666,8719.5,1.0,161.140515,-59.737608,2020-06-17 17:40:45,2026-02-18 10:08:02,0,ok,True,6,2,train,702,36,success,0,0,16346,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1978_01.npz
679,1979.01,458857720,FP,1.30924,2458571.79697,2.535,3370.0,9.8678,8832.5,,161.046711,-59.92517,2020-06-17 17:40:45,2021-10-29 12:59:15,0,ok,True,2,12,train,703,36,success,0,0,16357,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1979_01.npz
680,198.01,12421862,CP,10.2152025,2458356.371864,2.3476219,960.5475682,9.92801,3763.0,0.447336,2.271509,-27.121745,2018-11-03 01:49:39,2026-01-12 16:00:02,1,ok,True,4,13,train,704,2,success,0,0,18297,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_198_01.npz
681,1980.01,127793615,FP,9.27898,2458604.91156,6.514,9020.0,10.9805,5898.8,1.45,218.270079,-43.298512,2020-06-17 17:40:45,2021-10-29 12:59:15,0,ok,True,1,10,train,705,38,success,0,0,18227,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1980_01.npz
682,1983.01,89535068,FP,6.1110945,2459288.09218,4.2566318,1098.152672,10.3349,5725.0,1.07235,127.281049,-57.194209,2020-06-17 20:08:07,2021-10-29 12:59:15,0,ok,True,3,2,train,706,35,success,0,0,13719,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1983_01.npz
683,1984.01,162246865,FP,0.5646193,2459331.916143,1.295,510.0,10.361,6237.0,1.3,168.871533,-44.428987,2020-06-17 20:08:07,2023-01-25 10:10:01,0,ok,True,2,1,train,707,36,success,0,0,15464,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1984_01.npz
684,2193.01,401604346,CP,2.1223673,2459037.564542,1.5855365,8056.3340252,11.3996,6079.0,1.19653,313.691232,-72.80464,2020-09-18 16:26:01,2023-03-03 12:03:04,1,ok,True,6,18,test,708,27,success,0,0,13558,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2193_01.npz
685,2194.01,271478281,CP,15.3419095,2460141.982191,2.736,683.0,7.4259,4669.0,0.69,299.156339,-31.335181,2020-09-18 16:26:01,2023-12-03 12:03:15,1,ok,True,4,1,train,709,27,success,13,0,16778,6.467661691542288,0.0,6.467661691542288,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2194_01.npz
686,2196.01,372172128,CP,1.1953968,2459036.508778,1.5752293,1127.2344564,11.3643,5728.0,1.02917,312.340074,-70.485072,2020-09-18 16:26:01,2022-08-15 12:02:56,1,ok,True,6,13,train,710,27,success,0,0,12650,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2196_01.npz
687,2197.01,389352124,KP,4.954648,2460148.5999,3.639,7357.0,9.0532,6562.0,1.47,311.042756,-39.225486,2020-09-18 16:26:01,2023-10-16 16:02:02,1,ok,True,5,14,validation,711,27,success,0,0,16776,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2197_01.npz
688,2198.01,100566492,KP,4.9549631,2459040.905327,5.9565174,8236.2566801,11.117,6282.4,1.99207,309.511234,-48.462083,2020-09-18 16:26:02,2021-10-29 12:59:15,1,ok,True,5,5,train,712,27,success,0,0,16511,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2198_01.npz
689,2199.01,369455629,KP,3.3771114,2459038.510574,2.4508029,4515.155077,11.4513,5614.86,1.28017,311.673345,-41.820983,2020-09-18 16:26:02,2021-10-29 12:59:15,1,ok,True,5,9,train,713,27,success,0,0,16778,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2199_01.npz
690,220.01,150098860,CP,10.6953065,2460966.946848,1.992523,927.7984537,9.6878,5272.71,0.88,91.799699,-61.99721,2019-05-07 17:42:37,2026-02-17 16:00:01,1,ok,True,38,11,train,714,1,success,0,0,18276,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_220_01.npz
691,2202.01,358107516,CP,11.9124942,2459041.912359,3.7520869,19304.2778014,12.173,5064.0,0.823883,51.228421,-73.957546,2020-09-18 16:26:02,2024-02-15 10:08:02,1,ok,True,18,11,train,715,27,success,0,0,16781,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2202_01.npz
692,2204.01,467971286,KP,2.2250514,2459037.141234,2.3678871,13144.590055,13.191,5103.0,0.883426,289.297427,-60.89176,2020-09-18 16:26:02,2021-10-29 12:59:15,1,ok,True,7,10,train,716,27,success,0,0,15053,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2204_01.npz
693,2205.01,260298958,FP,0.8891483,2459036.525582,1.1970992,44722.5890994,15.0804,3653.0,0.649887,94.315682,-56.509859,2020-09-18 16:26:02,2025-07-09 16:00:02,0,ok,True,25,4,train,717,27,success,0,0,16781,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2205_01.npz
694,2206.01,381856447,KP,1.7690121,2459037.77354,1.0172953,10110.2139841,10.7218,4683.0,0.701795,322.253764,-58.836147,2020-09-18 16:26:02,2021-10-29 12:59:15,1,ok,True,7,10,train,718,27,success,0,0,16494,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2206_01.npz
695,2207.01,90850770,CP,8.000489,2459043.770189,4.6706895,4606.7419685,10.9651,6146.0,1.55738,307.596693,-44.887618,2020-09-18 16:26:02,2025-06-04 16:00:01,1,ok,True,3,14,validation,719,27,success,0,0,15365,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2207_01.npz
696,2424.01,313891529,FP,12.3750537,2459092.273962,6.6166181,4155.6104825,10.2845,6173.5,2.36235,0.315071,-28.493223,2020-12-04 01:07:14,2021-10-29 12:59:15,0,ok,True,2,5,train,720,29,success,19,0,13671,9.45273631840796,0.0,9.45273631840796,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2424_01.npz
697,2427.01,142937186,CP,1.30613,2459169.61994,0.634,560.0,9.0138,4072.0,0.68,52.291732,-31.362867,2020-12-22 23:47:36,2021-10-29 12:59:15,1,ok,True,2,14,validation,721,31,success,0,0,16636,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2427_01.npz
698,2431.01,258804746,CP,0.224195,2460258.868869,0.292,540.0,9.5209,4079.0,0.68,37.765299,8.381625,2020-12-22 23:47:36,2025-07-22 12:04:25,1,ok,True,5,11,train,722,31,success,0,0,16177,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2431_01.npz
699,2438.01,686072378,FP,1.9426003,2459175.406024,1.0206743,504062.379922,16.2463,5780.0,,68.226889,-32.88712,2021-01-06 21:28:53,2021-10-29 12:59:15,0,ok,True,2,7,train,723,31,success,0,0,16735,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2438_01.npz
700,2667.01,348684813,FP,7.7517472,2459976.896634,3.761,861.0,9.6732,5133.0,4.75,133.993484,-14.35529,2021-05-06 23:22:42,2024-01-29 10:08:02,0,ok,True,1,7,train,724,61,success,0,0,15793,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2667_01.npz
701,2669.01,348835438,CP,6.203496,2459985.604157,5.715,810.0,9.9917,4859.0,3.98,134.722645,-13.312579,2021-05-06 23:22:42,2023-03-10 16:02:01,1,ok,True,3,14,validation,725,61,success,0,0,15602,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2669_01.npz
702,267.01,166836920,KP,5.7525804,2460988.126499,5.2325983,5301.7998237,8.93,6180.0,1.70927,39.897669,-50.008193,2018-11-30 22:06:24,2026-04-17 10:08:01,1,ok,True,6,9,train,726,3,success,0,0,13185,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_267_01.npz
703,2671.01,190081497,FP,3.1630387,2459991.730295,4.661,1130.0,10.3364,6187.0,1.34,132.269994,-36.578257,2021-05-06 23:22:42,2024-01-30 16:02:02,0,ok,True,2,17,test,727,61,success,0,0,15925,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2671_01.npz
704,1988.01,161156159,FP,2.2818488,2460064.293216,3.973,1483.0,10.1854,5368.0,2.15,190.132487,-48.740903,2020-06-17 20:08:08,2023-05-31 16:02:02,0,ok,True,1,7,train,728,37,success,0,0,15961,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1988_01.npz
705,1989.01,324395151,FP,3.4551479,2459309.575644,5.7444704,5191.7260014,10.2581,8046.5,,176.866343,-64.882975,2020-06-17 20:08:08,2021-10-29 12:59:15,0,ok,True,2,7,train,729,37,success,0,0,17336,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1989_01.npz
706,1990.01,457939414,FP,3.7899524,2459281.710853,5.5268401,4345.4373432,10.1574,5579.5,1.10456,158.670633,-59.748482,2020-06-17 20:08:08,2021-10-29 12:59:15,0,ok,True,3,9,train,731,36,success,0,0,16357,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1990_01.npz
707,1991.01,82707763,FP,6.6570835,2460065.075037,5.285,7164.0,10.1405,5805.6,1.73,169.958638,-51.866071,2020-06-17 20:08:08,2023-05-31 10:10:01,0,ok,True,1,3,train,732,37,success,0,0,14496,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1991_01.npz
708,1992.01,147340931,FP,4.3114812,2459331.540551,3.505,6360.0,10.5287,,1.72,162.91688,-44.984741,2020-06-17 20:08:08,2026-05-07 16:00:02,0,ok,True,1,15,validation,733,36,success,0,0,15483,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1992_01.npz
709,1993.01,453464017,FP,3.9416903,2459352.660686,2.537,12840.0,10.248,6190.4,1.48,152.28015,-72.798117,2020-06-17 20:08:08,2021-10-29 12:59:15,0,ok,True,2,8,train,734,37,success,0,0,15905,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1993_01.npz
710,1994.01,445903569,CP,4.0337201,2460032.218521,3.48,2868.0,10.2396,7369.0,2.22,147.174575,-51.756564,2020-06-17 20:08:08,2025-04-20 12:03:53,1,ok,True,6,16,validation,735,36,success,0,0,15900,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1994_01.npz
711,1996.01,275384718,FP,7.72433,2458576.4335,8.03,7120.0,10.2372,6249.4,2.32,178.547176,-46.896887,2020-06-17 20:08:08,2021-10-29 12:59:15,0,ok,True,1,11,train,736,37,success,0,0,15469,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1996_01.npz
712,1998.01,429295277,FP,1.10833,2458572.20786,2.288,1060.0,10.186,5972.0,1.4,184.259218,-51.075153,2020-06-17 20:08:08,2021-10-29 12:59:15,0,ok,True,1,15,validation,737,37,success,0,0,15789,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1998_01.npz
713,200.01,410214986,CP,8.1382222,2458332.308323,3.2797025,3852.0299874,7.8541,5414.0,0.951985,354.915467,-69.196043,2018-11-09 21:01:14,2024-09-05 10:08:02,1,ok,True,10,0,train,738,1,success,0,0,18268,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_200_01.npz
714,2000.01,371188886,CP,9.1270519,2460086.660775,3.549,4568.0,10.3579,5400.0,1.18,146.397063,-66.686631,2020-06-17 20:08:08,2025-09-24 16:00:02,1,ok,True,7,13,train,739,36,success,0,0,15799,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2000_01.npz
715,2000.02,371188886,CP,3.098367,2460038.819877,1.963,496.0,10.3579,5400.0,1.18,146.397063,-66.686631,2022-03-24 22:19:25,2023-12-03 12:03:15,1,ok,True,7,13,train,740,36,success,0,0,15799,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2000_02.npz
716,221.01,316937670,FP,0.62425,2458325.342966,0.774288,954.060325,12.1535,3765.0,0.525,356.492464,-56.344047,2018-11-14 15:06:55,2022-10-03 16:02:02,0,ok,True,3,7,train,741,1,success,0,0,18274,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_221_01.npz
717,2211.01,212253390,CP,3.0926858,2459038.102648,2.2149195,272.6778328,9.2551,5253.0,0.834386,308.539086,-29.672613,2020-09-18 16:26:02,2026-01-09 16:00:01,1,ok,True,4,9,train,742,27,success,0,0,16780,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2211_01.npz
718,2215.01,425561347,CP,5.7772122,2459040.86632,2.56341,1470.3821261,9.977,4882.7,0.729818,286.073121,-32.354279,2020-09-18 19:18:08,2024-04-25 10:08:01,1,ok,True,4,3,train,743,27,success,0,0,15748,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_2215_01.npz
